Temperature,Humidity,Light,Gas,Weather_Current,Weather_1H_Ahead
31.1,58.83,71941.07,696.65,Cerah,Cerah
35.16,55.6,42377.13,436.35,Cerah,Cerah
26.01,79.06,6751.16,714.23,Mendung,Mendung
35.18,47.3,71535.17,182.18,Cerah,Cerah
32.59,53.31,71878.63,138.27,Cerah,Mendung
22.96,96.92,165.87,507.96,Hujan,Hujan
25.86,92.35,312.11,421.02,Hujan,Hujan
30.26,58.49,95146.94,277.09,Cerah,Cerah
28.21,89.73,6380.56,157.38,Mendung,Mendung
23.14,94.61,696.91,770.58,Hujan,Berawan
28.11,59.22,22974.5,393.02,Berawan,Cerah
24.32,99.95,628.2,645.78,Hujan,Hujan
29.84,74.29,34923.56,216.75,Berawan,Berawan
34.4,54.73,41100.99,352.74,Cerah,Cerah
29.25,66.75,30379.47,198.58,Berawan,Berawan
33.57,48.3,65331.53,649.54,Cerah,Cerah
31.87,68.76,35108.92,706.81,Berawan,Mendung
23.86,96.62,740.93,543.17,Hujan,Berawan
28.98,73.74,11379.17,724.2,Berawan,Berawan
34.95,59.74,58010.92,182.89,Cerah,Berawan
32.38,47.68,79467.78,165.39,Cerah,Berawan
33.94,56.97,57728.22,549.1,Cerah,Cerah
24.32,94.93,1470.16,278.66,Hujan,Berawan
25.33,85.6,548.25,361.92,Hujan,Mendung
30.61,56.88,30859.17,607.35,Berawan,Hujan
25.12,90.42,1777.18,108.98,Hujan,Mendung
34.76,40.67,83057.7,276.47,Cerah,Mendung
32.66,44.92,80751.85,711.27,Cerah,Cerah
28.49,75.13,6987.63,660.25,Mendung,Mendung
25.62,96.1,463.39,529.64,Hujan,Mendung
25.05,99.37,1197.21,437.78,Hujan,Hujan
26.12,88.98,4233.49,102.52,Mendung,Hujan
23.19,92.85,1425.52,657.53,Hujan,Mendung
24.52,87.14,175.21,591.01,Hujan,Mendung
31.17,65.85,22086.25,695.79,Berawan,Cerah
28.97,62.06,38505.42,504.94,Berawan,Berawan
26.62,86.52,3048.69,467.11,Mendung,Hujan
30.64,44.22,62213.77,666.12,Cerah,Cerah
26.6,79.66,4201.19,325.48,Mendung,Mendung
35.65,49.88,45131.47,708.08,Cerah,Cerah
29.63,73.64,37089.36,245.69,Berawan,Cerah
29.14,58.52,32299.99,276.45,Berawan,Berawan
22.74,95.43,234.25,299.28,Hujan,Hujan
33.66,58.78,80304.69,152.32,Cerah,Cerah
31.32,69.55,14503.61,344.3,Berawan,Berawan
34.53,45.95,95989.93,772.91,Cerah,Berawan
27.1,74.67,8272.1,370.87,Mendung,Hujan
35.84,41.11,74437.69,704.12,Cerah,Cerah
23.17,91.31,1442.72,781.28,Hujan,Hujan
23.03,95.92,239.75,255.92,Hujan,Hujan
32.63,57.99,97735.69,410.88,Cerah,Berawan
35.42,45.52,65264.28,241.6,Cerah,Cerah
34.39,41.76,83606.83,195.68,Cerah,Cerah
30.41,64.47,11791.49,570.15,Berawan,Berawan
24.31,95.47,111.57,170.66,Hujan,Hujan
33.03,49.76,49801.84,446.16,Cerah,Cerah
26.84,70.93,3648.25,510.82,Mendung,Mendung
31.58,45.33,83931.07,275.51,Cerah,Cerah
25.66,91.77,1807.08,309.36,Hujan,Mendung
29.19,57.23,32075.62,367.26,Berawan,Cerah
25.6,90.07,1513.91,631.86,Hujan,Hujan
31.09,41.96,85429.65,722.58,Cerah,Berawan
34.9,40.92,82547.92,604.18,Cerah,Cerah
22.76,85.95,906.29,110.93,Hujan,Mendung
23.23,90.98,1429.16,305.35,Hujan,Hujan
29.78,55.4,11875.21,371.23,Berawan,Berawan
25.14,97.4,1836.15,715.95,Hujan,Hujan
27.76,74.85,5813.91,579.27,Mendung,Mendung
29.72,60.52,33057.44,258.39,Berawan,Berawan
29.04,60.57,37280.81,554.47,Berawan,Cerah
26.12,74.82,5477.68,761.19,Mendung,Mendung
29.15,64.86,28998.51,228.26,Berawan,Cerah
26.9,76.36,4242.47,334.14,Mendung,Mendung
31.79,56.39,23692.4,526.78,Berawan,Cerah
25.17,98.62,1893.03,772.09,Hujan,Hujan
24.9,86.65,1258.74,410.31,Hujan,Berawan
30.3,51.12,41244.93,172.41,Cerah,Cerah
25.33,97.79,427.12,440.4,Hujan,Hujan
32.71,48.49,49405.78,398.48,Cerah,Cerah
25.61,94.26,1725.32,216.33,Hujan,Hujan
28.73,84.14,9060.25,265.53,Mendung,Mendung
31.75,55.89,32492.28,150.0,Berawan,Berawan
28.84,87.85,2157.33,317.55,Mendung,Berawan
23.37,95.03,533.54,322.16,Hujan,Hujan
29.01,61.16,28409.14,728.55,Berawan,Mendung
32.94,43.74,68087.14,635.52,Cerah,Berawan
34.29,47.35,48951.16,514.42,Cerah,Cerah
26.1,77.89,4796.45,387.71,Mendung,Hujan
29.59,74.39,35965.21,671.95,Berawan,Cerah
28.96,72.73,29137.05,767.28,Berawan,Hujan
27.13,78.22,6418.48,544.47,Mendung,Cerah
26.14,84.69,1215.52,509.38,Mendung,Hujan
31.69,63.52,39565.72,487.84,Berawan,Mendung
31.15,61.25,37433.25,688.44,Berawan,Mendung
25.27,88.33,751.45,641.32,Hujan,Hujan
32.99,51.08,73530.45,594.92,Cerah,Cerah
28.04,88.55,5124.55,561.61,Mendung,Hujan
28.84,66.98,12667.89,140.72,Berawan,Berawan
31.47,51.9,56533.35,770.28,Cerah,Cerah
29.79,64.21,35936.91,482.65,Berawan,Berawan
30.97,64.53,11499.48,526.93,Berawan,Berawan
26.91,79.56,7911.73,540.0,Mendung,Mendung
27.83,84.69,2482.16,625.3,Mendung,Mendung
32.44,40.63,62255.41,220.85,Cerah,Cerah
35.16,40.11,42110.48,738.28,Cerah,Berawan
31.47,64.48,37829.01,248.04,Berawan,Berawan
28.09,55.58,19916.82,647.16,Berawan,Cerah
33.91,42.69,71116.9,637.65,Cerah,Cerah
27.4,81.01,5625.6,583.09,Mendung,Hujan
31.79,44.81,58713.94,279.23,Cerah,Cerah
25.32,74.18,3806.99,181.49,Mendung,Mendung
30.93,68.69,16362.44,267.3,Berawan,Cerah
28.66,69.63,25733.48,786.63,Berawan,Berawan
31.18,56.44,44831.52,705.96,Cerah,Cerah
28.86,56.34,27845.42,617.21,Berawan,Cerah
29.03,62.63,20685.01,360.64,Berawan,Berawan
25.89,96.39,1938.75,407.82,Hujan,Mendung
30.12,60.28,29283.48,592.37,Berawan,Cerah
31.37,50.53,67092.78,505.73,Cerah,Berawan
31.69,63.36,35923.47,176.76,Berawan,Berawan
26.03,87.76,3940.8,496.65,Mendung,Mendung
30.17,61.01,30017.79,551.56,Berawan,Berawan
24.69,91.54,586.88,141.49,Hujan,Mendung
26.54,71.5,7652.59,223.78,Mendung,Hujan
28.38,86.37,9876.97,297.18,Mendung,Mendung
28.11,77.66,3973.43,413.65,Mendung,Mendung
34.91,50.82,82614.57,320.05,Cerah,Cerah
28.62,87.98,1919.9,200.0,Mendung,Hujan
35.74,52.5,51304.87,273.77,Cerah,Mendung
25.5,86.46,1096.88,284.38,Hujan,Mendung
28.49,73.38,1482.71,602.23,Mendung,Mendung
24.24,92.52,1441.77,474.0,Hujan,Hujan
27.14,76.19,8324.16,579.31,Mendung,Berawan
27.97,70.86,8483.99,686.66,Mendung,Hujan
27.78,71.11,3560.87,673.46,Mendung,Berawan
26.46,82.22,9189.37,653.62,Mendung,Mendung
28.56,87.23,4261.54,370.07,Mendung,Mendung
26.7,73.8,2993.41,410.13,Mendung,Hujan
35.09,42.78,74813.14,721.68,Cerah,Cerah
25.16,94.52,1112.15,374.77,Hujan,Mendung
31.44,52.48,68444.58,712.98,Cerah,Cerah
26.25,79.64,3857.91,352.52,Mendung,Mendung
34.55,46.69,62747.43,753.9,Cerah,Cerah
30.52,58.44,14864.35,483.03,Berawan,Berawan
34.25,57.42,82845.22,661.21,Cerah,Cerah
32.9,56.65,46313.11,198.72,Cerah,Mendung
34.52,54.69,41187.92,581.19,Cerah,Cerah
33.32,43.49,62722.2,690.2,Cerah,Cerah
35.01,57.87,89393.58,172.13,Cerah,Cerah
28.58,58.69,11895.34,721.92,Berawan,Mendung
28.59,70.26,1769.58,245.52,Mendung,Cerah
33.16,41.09,73052.35,602.91,Cerah,Cerah
31.94,46.91,90867.65,107.84,Cerah,Cerah
24.43,91.96,1321.21,495.65,Hujan,Mendung
28.59,80.54,8648.22,141.93,Mendung,Berawan
34.25,43.65,46974.75,686.88,Cerah,Berawan
26.7,76.85,7154.62,665.29,Mendung,Berawan
31.36,73.84,30298.84,249.08,Berawan,Berawan
30.28,64.69,26499.37,444.25,Berawan,Berawan
26.68,73.06,5224.84,583.64,Mendung,Hujan
31.76,65.91,28458.82,753.39,Berawan,Mendung
25.54,81.42,4670.94,563.01,Mendung,Hujan
32.13,48.68,55637.76,220.84,Cerah,Cerah
24.15,98.85,1233.12,780.16,Hujan,Mendung
25.42,96.08,815.39,732.48,Hujan,Mendung
28.44,77.65,7392.49,572.1,Mendung,Mendung
30.41,68.07,16317.52,327.85,Berawan,Cerah
22.42,90.35,1315.32,124.31,Hujan,Hujan
28.36,75.95,6937.87,195.89,Mendung,Mendung
26.68,70.36,8134.82,148.33,Mendung,Mendung
31.89,62.86,36761.4,541.8,Berawan,Berawan
31.76,55.13,33169.03,537.64,Berawan,Berawan
26.89,84.33,8886.75,290.55,Mendung,Mendung
31.99,72.18,10230.12,135.39,Berawan,Berawan
27.72,71.44,1275.87,280.38,Mendung,Mendung
23.49,92.4,1200.35,232.35,Hujan,Hujan
33.89,47.85,93656.96,692.73,Cerah,Cerah
27.03,82.86,4548.14,427.72,Mendung,Hujan
31.46,56.28,46352.4,255.43,Cerah,Cerah
31.94,59.55,42241.18,411.57,Cerah,Cerah
29.23,69.09,16055.6,571.4,Berawan,Hujan
26.63,74.56,2416.04,530.73,Mendung,Hujan
30.05,65.98,26149.79,495.55,Berawan,Mendung
22.4,90.45,1052.57,130.38,Hujan,Mendung
30.91,66.07,38470.86,171.04,Berawan,Berawan
31.09,59.3,65691.04,542.41,Cerah,Berawan
35.56,41.77,97262.16,744.93,Cerah,Cerah
30.53,56.99,37761.6,490.93,Berawan,Cerah
29.8,63.45,17576.83,360.6,Berawan,Cerah
28.86,79.77,2356.08,339.67,Mendung,Mendung
24.14,99.09,1478.46,747.74,Hujan,Mendung
23.66,96.52,176.97,186.04,Hujan,Mendung
27.44,82.26,7789.84,262.5,Mendung,Berawan
30.04,73.48,35906.18,116.2,Berawan,Berawan
29.08,64.51,29030.19,799.63,Berawan,Cerah
27.14,81.93,4742.1,309.99,Mendung,Cerah
29.56,65.32,25202.89,628.17,Berawan,Cerah
28.87,77.43,1290.64,412.12,Mendung,Mendung
22.21,98.81,1558.01,198.1,Hujan,Mendung
29.96,58.08,17283.95,780.81,Berawan,Cerah
22.32,87.07,807.52,747.15,Hujan,Mendung
22.59,92.18,133.12,613.73,Hujan,Berawan
33.11,57.58,93690.22,417.48,Cerah,Cerah
29.06,63.91,31367.47,363.12,Berawan,Mendung
25.33,75.47,3679.48,492.52,Mendung,Mendung
34.62,58.26,44710.67,677.65,Cerah,Cerah
32.84,58.43,99926.76,275.45,Cerah,Mendung
33.42,42.78,56331.95,217.48,Cerah,Cerah
28.06,57.36,36319.19,685.59,Berawan,Cerah
31.44,44.8,45002.74,749.96,Cerah,Cerah
32.55,58.5,50018.67,287.14,Cerah,Cerah
31.2,43.17,44620.3,738.38,Cerah,Cerah
24.99,98.05,835.66,559.9,Hujan,Hujan
34.34,50.66,93009.14,414.61,Cerah,Cerah
22.6,89.58,1765.64,797.43,Hujan,Mendung
31.32,74.96,35153.33,490.25,Berawan,Cerah
28.22,61.98,28624.12,381.62,Berawan,Cerah
24.21,89.75,340.06,438.83,Hujan,Hujan
24.94,85.96,857.54,160.32,Hujan,Mendung
26.34,81.21,1855.51,240.33,Mendung,Mendung
33.46,51.18,62270.17,649.95,Cerah,Cerah
25.49,71.69,1418.46,177.67,Mendung,Mendung
31.64,67.78,38606.05,717.13,Berawan,Berawan
33.75,44.94,54619.24,769.88,Cerah,Cerah
28.14,72.44,2704.0,248.06,Mendung,Mendung
25.87,89.68,8575.08,652.3,Mendung,Mendung
31.95,44.87,77443.51,412.83,Cerah,Mendung
35.1,53.14,90708.01,157.86,Cerah,Cerah
25.66,90.52,1374.15,257.78,Hujan,Mendung
31.08,50.93,90096.05,311.91,Cerah,Berawan
29.12,57.46,19655.86,696.39,Berawan,Berawan
30.31,68.53,32904.97,322.74,Berawan,Cerah
32.88,51.04,77906.49,279.98,Cerah,Mendung
31.24,51.02,46644.59,302.2,Cerah,Cerah
27.13,72.14,5026.71,472.83,Mendung,Berawan
22.03,88.6,291.53,282.15,Hujan,Mendung
31.91,69.53,37861.88,663.01,Berawan,Cerah
27.51,86.81,2334.72,698.74,Mendung,Mendung
28.06,61.25,27644.31,196.8,Berawan,Berawan
31.64,48.18,81954.56,547.11,Cerah,Cerah
28.97,78.51,5873.97,665.57,Mendung,Hujan
25.38,99.23,1123.24,751.0,Hujan,Hujan
24.6,97.37,893.65,151.16,Hujan,Mendung
26.53,72.86,5424.95,326.8,Mendung,Hujan
31.34,68.92,22268.59,221.31,Berawan,Cerah
26.5,78.61,2869.14,763.64,Mendung,Hujan
23.03,93.52,1302.44,799.84,Hujan,Hujan
23.75,95.48,873.33,140.97,Hujan,Hujan
23.88,90.01,303.99,201.94,Hujan,Berawan
34.03,40.65,75174.32,487.64,Cerah,Cerah
28.42,58.86,39964.78,236.93,Berawan,Berawan
28.53,64.79,32401.65,176.9,Berawan,Berawan
22.63,90.16,1477.44,110.99,Hujan,Mendung
28.99,62.37,34681.49,180.26,Berawan,Mendung
22.26,96.91,927.76,224.52,Hujan,Berawan
23.15,94.4,349.33,717.64,Hujan,Hujan
23.61,96.29,1109.46,574.21,Hujan,Mendung
31.93,63.75,38495.3,368.18,Berawan,Berawan
25.92,92.53,964.42,627.43,Hujan,Mendung
24.0,95.71,201.13,632.19,Hujan,Hujan
30.93,56.88,38541.89,535.62,Berawan,Berawan
26.17,76.68,1244.2,779.98,Mendung,Hujan
31.43,53.6,84394.53,266.77,Cerah,Cerah
29.84,58.84,16746.25,290.08,Berawan,Berawan
24.16,86.48,705.14,469.27,Hujan,Hujan
24.69,98.67,1054.11,776.09,Hujan,Hujan
33.64,56.99,42699.81,613.91,Cerah,Cerah
31.75,68.91,19736.81,253.32,Berawan,Cerah
32.61,45.85,72725.68,193.39,Cerah,Cerah
31.52,56.03,26648.29,645.8,Berawan,Cerah
34.18,53.44,54440.9,620.52,Cerah,Berawan
33.15,57.15,59111.11,397.58,Cerah,Berawan
22.58,87.78,488.45,267.09,Hujan,Mendung
22.54,87.18,1425.12,549.96,Hujan,Hujan
28.79,59.27,30282.79,383.5,Berawan,Mendung
35.75,58.0,66440.97,759.51,Cerah,Cerah
25.26,88.86,2938.39,458.68,Mendung,Berawan
24.08,90.94,663.25,639.88,Hujan,Hujan
23.83,90.95,919.3,498.51,Hujan,Berawan
26.94,73.24,8536.49,657.77,Mendung,Berawan
30.27,62.97,39335.79,455.29,Berawan,Berawan
25.24,76.51,2293.19,596.95,Mendung,Mendung
28.38,67.34,30332.95,538.55,Berawan,Mendung
30.49,64.39,13498.09,357.45,Berawan,Cerah
30.02,70.01,15796.0,122.12,Berawan,Mendung
30.84,65.39,39391.53,586.4,Berawan,Berawan
26.97,77.14,8270.52,571.17,Mendung,Cerah
29.58,61.26,14411.86,441.5,Berawan,Cerah
32.6,40.51,48039.45,326.05,Cerah,Cerah
32.17,47.17,71756.05,509.08,Cerah,Berawan
29.83,63.87,28136.89,210.08,Berawan,Mendung
29.64,57.0,33661.29,579.4,Berawan,Hujan
29.26,65.76,35203.24,792.62,Berawan,Mendung
30.66,68.82,33609.06,181.44,Berawan,Berawan
31.36,57.58,44038.78,389.75,Cerah,Cerah
22.2,86.33,553.82,721.36,Hujan,Mendung
31.7,58.3,67774.46,552.95,Cerah,Cerah
34.7,53.46,69846.2,602.87,Cerah,Berawan
22.17,93.7,960.53,764.12,Hujan,Berawan
26.18,70.83,6733.85,518.1,Mendung,Mendung
33.02,41.66,77200.08,338.16,Cerah,Berawan
31.08,55.06,35768.7,230.22,Berawan,Berawan
31.33,69.85,35396.84,144.71,Berawan,Cerah
25.32,86.41,6139.08,122.26,Mendung,Hujan
28.97,85.13,7142.05,383.73,Mendung,Mendung
22.78,95.95,1622.76,554.16,Hujan,Mendung
25.77,98.32,294.3,620.89,Hujan,Hujan
27.8,88.31,1789.85,703.03,Mendung,Hujan
32.03,44.36,92287.12,731.49,Cerah,Cerah
35.97,52.04,98736.51,355.56,Cerah,Cerah
31.14,68.06,23008.6,178.48,Berawan,Berawan
31.24,71.2,36012.17,739.27,Berawan,Berawan
30.13,68.95,20200.28,145.42,Berawan,Berawan
24.78,86.25,176.64,281.46,Hujan,Mendung
22.01,90.65,1184.45,435.09,Hujan,Hujan
31.33,64.26,24604.85,754.43,Berawan,Berawan
31.47,73.53,22588.82,135.44,Berawan,Cerah
28.87,68.53,12733.97,203.04,Berawan,Berawan
28.97,71.73,8760.26,373.36,Mendung,Mendung
31.98,63.57,36222.84,770.28,Berawan,Cerah
33.21,53.79,80754.82,276.6,Cerah,Cerah
32.96,45.31,82261.18,661.94,Cerah,Cerah
32.36,47.13,89971.35,131.04,Cerah,Cerah
25.02,84.98,1463.64,765.07,Mendung,Mendung
31.91,57.23,23858.44,226.45,Berawan,Berawan
24.9,93.74,1735.58,536.93,Hujan,Hujan
31.56,67.45,39705.95,673.56,Berawan,Cerah
28.64,75.09,6550.03,452.26,Mendung,Hujan
27.64,76.6,8894.43,175.31,Mendung,Cerah
32.32,56.32,53356.77,183.41,Cerah,Cerah
30.23,63.19,33848.07,131.26,Berawan,Berawan
35.33,56.19,87125.27,420.77,Cerah,Cerah
35.83,48.76,91662.0,496.1,Cerah,Cerah
29.88,73.23,10299.81,647.75,Berawan,Cerah
34.07,48.29,81372.05,340.79,Cerah,Cerah
25.53,86.17,1442.93,744.03,Hujan,Mendung
23.51,91.67,188.22,109.61,Hujan,Hujan
34.78,55.55,60559.76,562.94,Cerah,Cerah
25.86,74.01,9914.79,661.22,Mendung,Mendung
30.65,63.16,18413.9,611.77,Berawan,Cerah
28.59,86.4,7254.81,117.09,Mendung,Berawan
24.53,90.09,763.5,608.17,Hujan,Hujan
30.91,40.9,57544.27,706.66,Cerah,Cerah
28.55,70.22,8976.66,290.04,Mendung,Cerah
33.93,49.38,67504.75,637.9,Cerah,Cerah
24.83,85.94,166.81,217.89,Hujan,Hujan
25.52,97.54,536.55,124.92,Hujan,Hujan
23.87,97.63,749.57,770.35,Hujan,Mendung
25.89,86.11,1524.48,744.81,Mendung,Hujan
30.78,55.06,28587.68,348.85,Berawan,Berawan
32.4,50.16,88612.35,687.39,Cerah,Mendung
34.86,58.81,48436.35,149.82,Cerah,Cerah
25.88,76.84,2857.91,751.03,Mendung,Cerah
25.78,85.04,1611.22,347.52,Hujan,Berawan
26.96,79.01,2794.43,315.36,Mendung,Cerah
30.47,68.29,19302.78,412.29,Berawan,Berawan
33.51,47.19,68521.54,354.46,Cerah,Cerah
32.58,55.76,82916.93,702.56,Cerah,Cerah
22.06,99.01,1638.6,686.05,Hujan,Berawan
24.96,91.12,1070.43,728.35,Hujan,Mendung
23.97,99.26,828.86,397.06,Hujan,Hujan
33.79,50.45,59159.1,201.1,Cerah,Cerah
29.97,72.61,21917.26,288.09,Berawan,Berawan
31.86,50.88,93981.56,647.01,Cerah,Cerah
34.75,50.98,76774.01,258.3,Cerah,Berawan
31.98,51.58,76141.75,511.44,Cerah,Cerah
33.55,56.39,89518.09,146.49,Cerah,Cerah
23.49,90.75,1689.58,555.55,Hujan,Hujan
24.25,86.5,1851.72,198.54,Hujan,Mendung
30.89,55.72,77075.89,339.29,Cerah,Berawan
30.74,57.77,70185.04,414.54,Cerah,Cerah
26.52,79.14,6435.62,451.6,Mendung,Mendung
30.7,42.54,51357.02,421.53,Cerah,Berawan
29.75,60.09,35226.15,126.9,Berawan,Mendung
33.77,43.89,44256.46,377.75,Cerah,Cerah
26.84,78.62,3740.43,238.67,Mendung,Berawan
26.85,88.19,4839.43,540.89,Mendung,Cerah
29.09,73.54,24706.9,689.41,Berawan,Berawan
24.47,85.98,1439.65,480.48,Hujan,Hujan
23.47,98.47,1524.48,259.53,Hujan,Hujan
28.86,56.88,25959.13,622.78,Berawan,Berawan
28.41,74.11,6956.24,777.57,Mendung,Mendung
34.91,47.49,90920.12,214.04,Cerah,Cerah
32.94,48.1,50214.97,241.83,Cerah,Mendung
25.51,89.96,746.77,792.32,Hujan,Hujan
22.47,90.72,543.64,170.37,Hujan,Mendung
23.06,97.1,578.43,676.62,Hujan,Berawan
25.97,98.22,1119.03,793.26,Hujan,Hujan
33.27,44.14,72638.39,262.12,Cerah,Berawan
29.3,68.36,31506.53,506.83,Berawan,Hujan
32.39,55.01,44390.51,162.63,Cerah,Cerah
29.08,57.0,35954.32,307.41,Berawan,Berawan
30.04,58.19,21165.61,570.94,Berawan,Mendung
27.83,74.35,7407.86,739.99,Mendung,Mendung
30.58,68.38,35925.03,261.13,Berawan,Berawan
28.48,58.68,38630.66,616.72,Berawan,Berawan
25.59,74.4,1101.15,259.04,Mendung,Mendung
25.72,86.75,1653.15,366.44,Hujan,Hujan
27.17,76.04,6947.27,323.44,Mendung,Mendung
30.58,62.28,25020.0,733.6,Berawan,Berawan
29.9,68.49,32886.8,131.82,Berawan,Berawan
34.28,58.49,71027.91,181.95,Cerah,Cerah
31.17,62.97,39471.85,341.88,Berawan,Berawan
22.46,93.33,645.7,758.12,Hujan,Hujan
29.31,71.41,15518.42,425.24,Berawan,Cerah
23.56,85.71,1622.23,523.07,Hujan,Mendung
25.79,72.58,3099.32,549.63,Mendung,Mendung
26.17,81.64,8892.03,183.19,Mendung,Mendung
34.93,51.24,55868.33,190.98,Cerah,Cerah
31.7,59.9,97993.54,408.52,Cerah,Cerah
28.93,71.0,1870.25,604.32,Mendung,Mendung
30.22,50.01,91265.38,511.58,Cerah,Cerah
27.9,81.14,5733.56,277.01,Mendung,Berawan
30.14,42.67,79277.29,661.6,Cerah,Mendung
35.53,53.13,66181.07,652.94,Cerah,Berawan
26.38,70.86,7475.29,766.81,Mendung,Mendung
28.4,88.63,9753.21,646.78,Mendung,Berawan
34.31,45.63,74465.66,109.15,Cerah,Cerah
30.89,57.83,16359.47,673.11,Berawan,Berawan
32.62,59.44,42253.14,321.2,Cerah,Cerah
29.69,55.09,19398.28,468.73,Berawan,Berawan
23.69,97.89,355.88,693.35,Hujan,Hujan
24.86,90.59,1391.38,599.07,Hujan,Hujan
30.74,42.43,83267.94,228.65,Cerah,Cerah
29.68,65.08,38546.27,394.16,Berawan,Mendung
26.03,87.83,5344.39,194.95,Mendung,Mendung
25.24,99.29,788.68,206.33,Hujan,Mendung
28.43,59.12,14426.56,657.86,Berawan,Cerah
25.26,72.7,6972.84,465.15,Mendung,Berawan
24.09,98.45,472.96,115.8,Hujan,Hujan
25.05,90.05,1311.83,679.71,Hujan,Hujan
25.67,86.67,2755.98,724.83,Mendung,Mendung
31.35,57.28,25398.65,464.77,Berawan,Hujan
29.3,56.42,20493.88,703.75,Berawan,Cerah
29.78,55.54,23478.04,307.51,Berawan,Mendung
25.64,84.04,7230.3,421.51,Mendung,Berawan
31.21,57.92,68522.21,494.29,Cerah,Cerah
27.52,76.81,3710.43,504.76,Mendung,Mendung
31.71,45.42,91324.49,122.32,Cerah,Cerah
26.39,77.43,1012.18,309.86,Mendung,Mendung
33.58,48.48,66801.32,277.9,Cerah,Berawan
29.16,63.66,24654.08,145.16,Berawan,Berawan
22.92,89.8,1518.97,613.51,Hujan,Hujan
26.94,89.0,7426.12,172.21,Mendung,Berawan
23.16,98.35,428.64,746.01,Hujan,Hujan
25.59,90.99,720.91,107.57,Hujan,Hujan
25.08,86.99,1554.62,673.26,Hujan,Mendung
22.5,87.78,1072.83,794.57,Hujan,Hujan
27.59,70.31,2622.13,750.95,Mendung,Mendung
28.22,62.27,38696.48,788.44,Berawan,Cerah
26.04,77.7,9486.85,527.26,Mendung,Hujan
23.36,91.54,1302.07,184.79,Hujan,Mendung
25.05,93.77,605.84,121.94,Hujan,Mendung
30.56,57.58,22909.49,292.29,Berawan,Mendung
25.6,98.91,864.96,723.21,Hujan,Mendung
26.44,88.53,7287.91,280.02,Mendung,Mendung
29.96,63.77,32809.35,394.23,Berawan,Mendung
25.46,71.42,8667.38,642.4,Mendung,Mendung
28.49,87.27,4343.68,246.22,Mendung,Hujan
31.8,61.78,31396.47,499.92,Berawan,Cerah
30.63,61.22,32270.44,670.58,Berawan,Berawan
31.87,52.5,93095.07,236.38,Cerah,Berawan
31.12,65.45,29230.75,650.43,Berawan,Berawan
24.29,86.67,921.1,296.33,Hujan,Berawan
27.56,86.31,7773.64,671.93,Mendung,Mendung
28.42,66.25,10182.12,598.88,Berawan,Cerah
30.19,48.66,79305.48,582.96,Cerah,Cerah
27.71,87.78,5044.02,725.72,Mendung,Hujan
24.36,93.08,1443.39,393.21,Hujan,Hujan
27.04,71.25,4455.52,411.11,Mendung,Berawan
28.78,72.27,8813.34,190.36,Mendung,Mendung
26.42,73.54,7256.08,531.37,Mendung,Mendung
31.34,59.26,40729.27,778.92,Cerah,Cerah
23.75,99.43,1684.86,442.79,Hujan,Hujan
32.89,52.71,45443.3,122.83,Cerah,Cerah
28.84,55.24,39922.69,296.75,Berawan,Berawan
26.42,74.82,3001.52,766.52,Mendung,Hujan
26.79,74.47,3787.03,590.44,Mendung,Berawan
28.07,85.04,6295.29,248.87,Mendung,Berawan
27.2,74.03,7161.14,161.51,Mendung,Berawan
31.66,55.85,53514.39,577.02,Cerah,Cerah
23.05,98.63,1905.32,288.41,Hujan,Hujan
28.18,72.18,39102.68,772.22,Berawan,Cerah
23.94,86.85,684.59,748.24,Hujan,Mendung
22.55,86.24,1701.91,107.43,Hujan,Hujan
31.83,49.63,82630.64,247.39,Cerah,Berawan
32.98,53.35,40765.93,710.09,Cerah,Cerah
25.06,87.62,1054.88,379.06,Hujan,Mendung
27.64,76.46,5331.47,532.15,Mendung,Mendung
28.99,55.35,28576.24,420.54,Berawan,Berawan
27.49,73.76,2889.61,568.48,Mendung,Hujan
23.14,85.71,1370.24,703.94,Hujan,Mendung
31.39,40.29,79203.9,445.18,Cerah,Berawan
25.99,76.18,8971.73,308.78,Mendung,Mendung
22.41,97.56,1145.57,583.67,Hujan,Hujan
33.61,42.14,70490.13,614.83,Cerah,Mendung
26.99,75.26,7519.48,232.69,Mendung,Hujan
25.67,85.42,7377.15,431.5,Mendung,Berawan
30.76,60.33,10617.44,249.8,Berawan,Cerah
25.61,86.06,815.33,156.76,Hujan,Hujan
28.52,59.71,37975.12,701.65,Berawan,Berawan
35.29,52.77,63259.59,398.03,Cerah,Cerah
24.01,86.16,1396.38,346.06,Hujan,Mendung
25.07,73.92,1068.07,553.23,Mendung,Hujan
30.12,66.9,10297.71,424.87,Berawan,Hujan
30.37,70.1,19283.88,413.58,Berawan,Berawan
31.68,43.19,49843.82,299.63,Cerah,Berawan
31.93,49.79,96742.68,761.88,Cerah,Cerah
24.57,89.74,1280.89,253.9,Hujan,Mendung
28.46,79.96,4295.38,563.71,Mendung,Mendung
26.49,81.8,7335.49,154.77,Mendung,Mendung
31.4,71.24,15481.39,515.71,Berawan,Berawan
24.94,85.93,1514.8,116.83,Hujan,Hujan
30.66,56.33,36279.62,757.35,Berawan,Berawan
29.22,64.66,11895.49,527.8,Berawan,Hujan
24.46,86.95,318.11,133.6,Hujan,Hujan
31.19,58.83,31760.95,443.86,Berawan,Hujan
31.22,66.0,11302.38,543.21,Berawan,Hujan
24.76,93.97,200.66,154.87,Hujan,Berawan
